FID,SAMPLEID,SOILTYPE,DEPTH_m,X,Y
23549,20199,0,4,507604.6302,7510281.57
23550,20200,1,1,508504.277,7512000.887
23551,20200,0,2,508504.277,7512000.887
23552,20200,0,3,508504.277,7512000.887
23553,20200,0,4,508504.277,7512000.887
23554,20200,0,5,508504.277,7512000.887
23555,20200,0,6,508504.277,7512000.887
23556,20200,0,6.4,508504.277,7512000.887
23557,20201,0,1,509643.8229,7512820.557
23558,20201,0,1.6,509643.8229,7512820.557
23559,20201,0,2.6,509643.8229,7512820.557
23560,20201,0,3.6,509643.8229,7512820.557
23561,20201,0,4.6,509643.8229,7512820.557
23562,20201,0,5.6,509643.8229,7512820.557
23563,20201,0,6.6,509643.8229,7512820.557
23564,20432,0,1,501507.0649,7506922.929
23565,20432,0,1.7,501507.0649,7506922.929
23566,20433,0,1.1,501477.0775,7507022.889
23567,20434,0,1,501447.09,7507122.85
23568,20435,0,1.2,501407.1065,7507212.815
23569,20436,0,1,501377.119,7507302.78
23570,20436,0,2,501377.119,7507302.78
23571,20437,0,1.1,501347.1316,7507402.74
23572,20438,0,1,501317.144,7507492.705
23573,20439,0,1,501287.1565,7507582.67
23574,20440,0,1,501247.1731,7507682.631
23575,20441,0,1.5,501207.1897,7507782.591
23576,20442,0,1,501167.2062,7507882.552
23577,20443,0,1,501137.2187,7507972.517
23578,20444,0,1,501107.2312,7508062.482
23579,20444,0,1.5,501107.2312,7508062.482
23580,20445,0,2,501067.2478,7508162.442
23581,20446,0,1.3,501037.2603,7508262.403
23582,20447,0,2,501007.2729,7508362.364
23583,20448,0,1,500967.2894,7508452.329
23584,20448,0,1.6,500967.2894,7508452.329
23585,20449,0,2,500927.3059,7508542.293
23586,20450,0,2,500897.3185,7508642.254
23587,20451,0,2,500867.331,7508732.219
23588,20452,0,1,500837.3434,7508812.187
23589,20452,0,2,500837.3434,7508812.187
23590,20452,0,2.3,500837.3434,7508812.187
23591,20453,0,2,500807.3559,7508902.152
23592,20454,0,1.5,500767.3724,7508992.117
23593,20455,0,2,500727.3889,7509082.082
23594,20456,0,1,500697.4015,7509182.042
23595,20456,0,2,500697.4015,7509182.042
23596,20456,0,2.3,500697.4015,7509182.042
23597,20457,0,1.5,500657.418,7509282.003
23598,20458,0,2,500627.4305,7509361.972
23599,20459,0,2,500597.443,7509461.932
23600,20460,0,1,500567.4556,7509561.893
23601,20460,0,2,500567.4556,7509561.893
23602,20460,0,3,500567.4556,7509561.893
23603,20460,0,3.3,500567.4556,7509561.893
23604,20460,2,3.4,500567.4556,7509561.893
23605,20460,2,3.4,500567.4556,7509561.893
23606,20461,0,2,500527.4721,7509661.854
23607,20462,0,2,500497.4846,7509751.819
23608,20463,0,2,500457.5011,7509841.783
23609,20464,0,1,500427.5137,7509941.744
23610,20464,0,2,500427.5137,7509941.744
23611,20464,0,2.3,500427.5137,7509941.744
23612,20465,0,1.4,500387.5303,7510041.705
23613,20466,0,1,500347.5468,7510141.666
23614,20467,0,1.1,500317.5593,7510221.634
23615,20468,0,1,500287.5718,7510321.595
23616,20468,0,1.2,500287.5718,7510321.595
23617,20469,0,1,500247.5884,7510421.556
23618,20470,0,0.9,500207.6049,7510521.517
23619,20471,0,1,500177.6175,7510621.477
23620,20472,0,1,500147.63,7510711.442
23621,20472,0,1.5,500147.63,7510711.442
23622,20473,0,1,500107.6465,7510801.407
23623,20474,0,1.4,500077.659,7510891.372
23624,20475,0,1.3,500047.6715,7510981.336
23625,20476,0,1,500007.6881,7511081.297
23626,20476,0,2,500007.6881,7511081.297
23627,20476,0,2.2,500007.6881,7511081.297
23628,20476,0,2.3,500007.6881,7511081.297
23629,20476,0,2.3,500007.6881,7511081.297
23630,20477,0,2,499977.7007,7511181.257
23631,20478,0,2,499947.7132,7511261.225
23632,20479,0,2.5,499907.7299,7511361.185
23633,20480,0,2,499877.7425,7511461.145
23634,20480,0,2.5,499877.7425,7511461.145
23635,20481,0,3,499847.7551,7511561.106
23636,20482,0,1,500257.6185,7516848.999
23637,20482,0,2,500257.6185,7516848.999
23638,20482,0,2.5,500257.6185,7516848.999
23639,20482,2,2.6,500257.6185,7516848.999
23640,20482,2,2.6,500257.6185,7516848.999
23641,20483,0,3,500287.606,7516759.035
23642,20484,0,3,500327.5894,7516669.07
23643,20485,0,2,500367.5728,7516579.106
23644,20486,1,1.5,500407.5562,7516479.146
23645,20486,0,2.5,500407.5562,7516479.146
23646,20486,0,3.5,500407.5562,7516479.146
23647,20487,1,3,500447.5397,7516399.178
23648,20488,0,3,500487.523,7516299.218
23649,20489,1,2,500527.5064,7516199.257
23650,20490,1,2,500567.4898,7516109.293
23651,20490,1,3,500567.4898,7516109.293
23652,20490,0,3.2,500567.4898,7516109.293
23653,20491,0,3,500607.4731,7515999.337
23654,20492,0,2,500647.4565,7515909.373
23655,20493,0,3,500687.44,7515819.409
23656,20494,0,2,500727.4234,7515729.444
23657,20494,0,3,500727.4234,7515729.444
23658,20494,0,3.5,500727.4234,7515729.444
23659,20495,0,2,500767.4067,7515629.484
23660,20496,0,3,500807.3902,7515539.52
23661,20497,0,5,500847.3736,7515449.556
23662,20498,0,2,500887.357,7515359.592
23663,20498,0,2.5,500887.357,7515359.592
23664,20499,0,3,500927.3404,7515259.631
23665,20500,0,3,500967.3238,7515169.667
23666,20501,0,3,501007.3072,7515079.703
23667,20502,1,2,501047.2906,7514989.739
23668,20502,1,3,501047.2906,7514989.739
23669,20502,1,4,501047.2906,7514989.739
23670,20502,0,4.5,501047.2906,7514989.739
23671,20503,1,3,501087.274,7514899.775
23672,20504,0,4,501127.2574,7514799.815
23673,20505,0,4,501167.2408,7514709.85
23674,20506,1,3,501207.2242,7514619.886
23675,20506,1,4,501207.2242,7514619.886
23676,20506,0,5,501207.2242,7514619.886
23677,20506,0,5.6,501207.2242,7514619.886
23678,20507,0,4,501247.2075,7514499.934
23679,20508,1,3,501287.191,7514429.962
23680,20509,0,4,501327.1744,7514339.998
23681,20510,1,2,501357.1618,7514240.037
23682,20510,1,3,501357.1618,7514240.037
23683,20510,0,4,501357.1618,7514240.037
23684,20510,0,5,501357.1618,7514240.037
23685,20511,0,4,501407.1412,7514150.073
23686,20512,1,4,501437.1287,7514060.109
23687,20513,0,5,501477.112,7513960.149
23688,20514,1,2,501517.0955,7513870.185
23689,20514,1,3,501517.0955,7513870.185
23690,20514,0,4,501517.0955,7513870.185
23691,20514,0,5,501517.0955,7513870.185
23692,20514,0,6,501517.0955,7513870.185
23693,20514,0,6.3,501517.0955,7513870.185
23694,20515,0,5,501557.0789,7513780.22
23695,20516,0,5,501597.0623,7513690.256
23696,20517,0,5,501637.0457,7513590.296
23697,20518,0,3,501677.0291,7513500.332
23698,20518,0,4,501677.0291,7513500.332
23699,20518,0,4.5,501677.0291,7513500.332
23700,20519,0,3,501717.0124,7513400.372
23701,20520,0,3,501746.9999,7513320.403
23702,20521,0,3,501786.9834,7513230.439
23703,20522,0,2,501836.9628,7513130.479
23704,20522,0,3,501836.9628,7513130.479
23705,20522,0,4,501836.9628,7513130.479
23706,20522,0,4.4,501836.9628,7513130.479
23707,20523,0,3,501876.9462,7513030.518
23708,20524,0,2.5,501916.9297,7512940.553
23709,20525,0,2.5,501956.9132,7512850.588
23710,20526,0,2,501996.8966,7512760.623
23711,20526,0,3,501996.8966,7512760.623
23712,20526,0,4,501996.8966,7512760.623
23713,20527,0,2,502036.8801,7512660.663
23714,20528,0,3,502076.8635,7512560.702
23715,20529,0,3,502116.8471,7512480.733
23716,20530,0,2,502156.8305,7512380.772
23717,20530,0,3,502156.8305,7512380.772
23718,20530,0,4,502156.8305,7512380.772
23719,20530,0,5,502156.8305,7512380.772
23720,20530,0,5.7,502156.8305,7512380.772
23721,20531,0,3,502206.8099,7512280.812
23722,20532,0,3,502236.7975,7512200.843
23723,20533,0,3,502276.7809,7512100.882
23724,20534,0,2,502316.7644,7512010.917
23725,20534,0,3,502316.7644,7512010.917
23726,20534,0,4,502316.7644,7512010.917
23727,20534,0,4.3,502316.7644,7512010.917
23728,20535,0,3,502356.7478,7511910.957
23729,20536,0,2,502396.7313,7511820.992
23730,20537,0,2,502426.7188,7511731.027
23731,20538,0,2,502466.7023,7511641.062
23732,20538,0,3,502466.7023,7511641.062
23733,20538,0,3.6,502466.7023,7511641.062
23734,20539,0,2.5,502506.6857,7511541.102
23735,20540,0,2.5,502556.6652,7511441.141
23736,20541,0,3,502596.6486,7511351.176
23737,20542,0,2,502626.6361,7511261.211
23738,20542,0,2.6,502626.6361,7511261.211
23739,20543,0,2.5,502676.6155,7511151.254
23740,20544,0,2.5,502716.599,7511061.29
23741,20545,0,2.5,502746.5865,7510971.325
23742,20546,0,2,502786.57,7510891.356
23743,20546,0,3,502786.57,7510891.356
23744,20546,0,3.4,502786.57,7510891.356
23745,20547,0,3,502826.5536,7510821.384
23746,20548,0,3,502856.5412,7510741.415
23747,20548,0,3,502856.5412,7510741.415
23748,20549,0,4,502886.5288,7510671.443
23749,20550,0,3,502926.5123,7510591.474
23750,20550,0,4,502926.5123,7510591.474
23751,20550,0,5,502926.5123,7510591.474
23752,20550,0,6,502926.5123,7510591.474
23753,20551,0,3,502956.4999,7510511.505
23754,20552,0,4,502986.4874,7510431.537
23755,20553,0,3.5,503026.471,7510361.564
23756,20554,0,3,503056.4586,7510291.591
23757,20554,0,4,503056.4586,7510291.591
23758,20554,0,5,503056.4586,7510291.591
23759,20554,0,6,503056.4586,7510291.591
23760,20555,0,4,503086.4461,7510211.623
23761,20556,0,4,503116.4337,7510131.654
23762,20557,0,4,503146.4213,7510061.682
23763,20558,0,2,503176.4089,7509981.713
23764,20558,0,3,503176.4089,7509981.713
23765,20558,0,3.9,503176.4089,7509981.713
23766,20559,0,2.3,503226.3882,7509871.756
23767,20560,0,3,503266.3717,7509771.795
23768,20561,0,3,503306.3551,7509681.83
23769,20562,0,2,503356.3345,7509561.877
23770,20562,0,2.4,503356.3345,7509561.877
23771,20562,2,2.5,503356.3345,7509561.877
23772,20562,2,2.5,503356.3345,7509561.877
23773,20562,2,3,503356.3345,7509561.877
23774,20562,2,3,503356.3345,7509561.877
23775,20563,0,1,503396.318,7509481.909
23776,20563,2,1.5,503396.318,7509481.909
23777,20563,2,1.5,503396.318,7509481.909
23778,20564,0,0.6,503426.3055,7509391.944
23779,20565,0,0.5,503466.289,7509301.979
23780,20566,0,1,503496.2766,7509232.007
23781,20566,0,1.9,503496.2766,7509232.007
23782,20566,2,2,503496.2766,7509232.007
23783,20566,2,2,503496.2766,7509232.007
23784,20566,2,2.7,503496.2766,7509232.007
23785,20566,2,2.7,503496.2766,7509232.007
23786,20567,0,1,503556.2518,7509102.058
23787,20568,0,0.7,503606.2313,7509012.093
23788,20569,0,1.1,503646.2148,7508922.128
23789,20570,0,1,503696.1943,7508832.163
23790,20570,0,1.4,503696.1943,7508832.163
23791,20571,0,1,503736.1777,7508732.203
23792,20572,0,0.6,503786.1572,7508642.238
23793,20573,0,0.9,503836.1367,7508562.269
23794,20574,0,1,503876.1201,7508462.308
23795,20574,0,1.7,503876.1201,7508462.308
23796,20575,0,1.2,503926.0996,7508382.34
23797,20576,0,1,503966.0831,7508282.379
23798,20577,0,1.5,504006.0666,7508192.414
23799,20578,0,1,504046.05,7508102.449
23800,20578,0,1.8,504046.05,7508102.449
23801,20579,0,1.6,504086.0335,7508012.484
23802,20580,0,1.5,504126.017,7507922.52
23803,20581,0,1,504166.0005,7507832.555
23804,20582,0,1,504205.984,7507742.59
23805,20582,0,1.7,504205.984,7507742.59
23806,20583,0,2,504245.9675,7507652.626
23807,20584,0,4,504295.9469,7507562.661
23808,20585,0,3,504345.9264,7507462.7
23809,20586,0,2,504385.9099,7507382.731
23810,20586,0,3,504385.9099,7507382.731
23811,20586,0,4,504385.9099,7507382.731
23812,20586,0,5,504385.9099,7507382.731
23813,20586,0,6,504385.9099,7507382.731
23814,20587,0,3,504425.8934,7507302.763
23815,20588,0,3,504465.8768,7507192.806
23816,20589,0,2.3,504505.8603,7507102.841
23817,20590,0,1,504545.8438,7507022.872
23818,20590,0,2,504545.8438,7507022.872
23819,20590,0,2.4,504545.8438,7507022.872
23820,20591,0,2,504585.8273,7506922.911
23821,21410,0,1.4,503176.3937,7506892.931
23822,21411,0,1.2,503126.4141,7506962.904
23823,21412,0,2,503066.4387,7507052.869
23824,21413,0,2,503006.4632,7507132.838
23825,21414,0,1.6,502956.4837,7507212.806
23826,21415,0,0.9,502896.5082,7507292.775
23827,21416,0,1.1,502836.5327,7507372.744
23828,21417,0,0.8,502776.5572,7507452.713
23829,21418,0,2,502736.5738,7507562.67
23830,21419,0,2,502706.5863,7507662.63
23831,21420,0,1.6,502686.5949,7507762.591
23832,21421,0,1.8,502656.6074,7507852.556
23833,21422,0,1.6,502636.6159,7507952.516
23834,21423,0,1,502616.6244,7508052.477
23835,21424,0,1.4,502586.6369,7508142.442
23836,21425,0,1.4,502566.6454,7508242.402
23837,21426,0,2,502546.6539,7508332.367
23838,21427,0,2,502506.6706,7508462.316
23839,21428,0,2,502456.6912,7508562.277
23840,21429,0,2,502406.7119,7508682.23
23841,21430,0,1.2,502356.7325,7508792.187
23842,21431,0,2,502326.7451,7508892.147
23843,21432,0,2,502276.7656,7508992.108
23844,21432,0,2,502276.7656,7508992.108
23845,21433,0,0.7,502226.7862,7509082.073
23846,21434,0,2,502186.8028,7509202.026
23847,21435,0,2,502146.8194,7509301.987
23848,21436,0,2,502106.836,7509401.948
23849,21437,0,2,502066.8525,7509491.912
23850,21438,0,2,502026.869,7509591.873
23851,21439,0,1,501986.8856,7509681.838
23852,21439,2,2,501986.8856,7509681.838
23853,21439,2,2,501986.8856,7509681.838
23854,21440,0,2,501946.902,7509761.807
23855,21441,0,2,501906.9185,7509851.771
23856,21442,0,1.5,501866.9351,7509951.732
23857,21443,0,1.3,501826.9517,7510051.693
23858,21444,0,2,501776.9722,7510141.658
23859,21445,0,1,501746.9846,7510221.626
23860,21446,0,1,501707.0012,7510321.587
23861,21447,0,0.6,501667.0177,7510411.552
23862,21448,0,1.1,501627.0342,7510501.517
23863,21449,0,1.5,501587.0508,7510591.481
23864,21450,0,1.7,501557.0633,7510681.446
23865,21451,0,2,501517.0798,7510771.411
23866,21452,0,3,501467.1004,7510881.368
23867,21453,0,3,501427.117,7510981.328
23868,21454,0,3,501387.1335,7511081.289
23869,21455,0,2.3,501337.1542,7511191.246
23870,21456,0,2,501287.1748,7511301.203
23871,21457,0,1,501247.1914,7511401.164
23872,21458,0,1.2,501207.208,7511511.121
23873,21459,0,1,501147.2326,7511621.078
23874,21460,0,1.5,501107.2492,7511721.039
23875,21461,0,1.4,501067.2658,7511830.995
23876,21462,0,0.8,501027.2823,7511920.96
23877,21463,0,1.4,500987.2989,7512020.921
23878,21464,0,0.8,500947.3153,7512100.89
23879,21465,0,0.8,500907.3319,7512200.85
23880,21466,0,1,500867.3486,7512300.81
23881,21467,0,0.7,500827.3651,7512380.778
23882,21468,0,0.5,500787.3817,7512470.743
23883,21469,0,1.9,500747.3983,7512570.703
23884,21470,0,0.5,500697.419,7512670.663
23885,21471,0,3,500667.4315,7512760.627
23886,21472,0,4,500627.4481,7512840.595
23887,21473,0,4.5,500587.4647,7512940.556
23888,21474,0,5,500547.4812,7513020.524
23889,21475,0,4.5,500507.4979,7513120.484
23890,21476,0,4,500467.5144,7513210.448
23891,21477,0,4,500427.531,7513300.412
23892,21478,0,4,500387.5477,7513400.373
23893,21479,0,4,500347.5642,7513490.337
23894,21480,0,4,500307.5808,7513580.301
23895,21481,0,4,500267.5974,7513670.265
23896,21482,0,3,500227.614,7513760.229
23897,21483,0,2.4,500187.6306,7513850.193
23898,21484,0,2,500147.6472,7513950.154
23899,21485,0,2,500117.6598,7514040.118
23900,21486,0,2,500067.6803,7514120.086
23901,21487,0,2,500027.697,7514220.046
23902,21488,0,2,499997.7095,7514300.014
23903,21489,0,2,499957.7261,7514399.975
23904,21490,0,1.5,499917.7427,7514489.939
23905,21491,0,2,499887.7552,7514579.903
23906,21492,0,2,499847.7719,7514679.863
23907,21493,0,3,501826.9867,7516848.998
23908,21494,0,3,501866.9702,7516759.034
23909,21495,0,3,501906.9535,7516659.073
23910,21496,0,2,501936.941,7516579.105
23911,21496,2,2.5,501936.941,7516579.105
23912,21496,2,2.5,501936.941,7516579.105
23913,21497,0,2.7,501976.9244,7516479.145
23914,21498,0,2.6,502016.9078,7516389.181
23915,21499,0,2,502056.8912,7516299.217
23916,21500,0,2,502096.8746,7516199.256
23917,21501,0,2,502136.858,7516099.296
23918,21502,0,1.9,502176.8414,7516009.332
23919,21502,2,2,502176.8414,7516009.332
23920,21502,2,2,502176.8414,7516009.332
23921,21503,0,0.7,502216.8248,7515919.368
23922,21504,0,2,502256.8082,7515819.408
23923,21505,0,2,502296.7916,7515729.443
23924,21506,0,2,502336.775,7515639.479
23925,21507,0,2,502376.7584,7515539.519
23926,21508,0,0.6,502416.7418,7515449.555
23927,21509,0,2,502456.7252,7515359.591
23928,21510,0,2,502496.7086,7515259.63
23929,21511,0,2.4,502536.692,7515169.666
23930,21512,0,1.2,502576.6753,7515069.706
23931,21513,0,3,502616.6588,7514979.742
23932,21514,0,2,502656.6421,7514879.782
23933,21515,0,2.5,502696.6256,7514799.813
23934,21516,0,3,502736.609,7514699.853
23935,21517,0,3,502776.5924,7514609.889
23936,21518,0,3,502826.5718,7514519.925
23937,21519,0,3.5,502866.5552,7514419.964
23938,21520,0,3.3,502906.5387,7514329.999
23939,21521,0,3,502946.5222,7514240.035
23940,21522,0,3.5,502986.5056,7514140.074
23941,21523,0,3,503026.4891,7514060.105
23942,21524,0,2.3,503086.4646,7513970.14
23943,21525,0,2.2,503106.4561,7513870.18
23944,21526,0,1.3,503146.4395,7513780.215
23945,21527,0,2.3,503176.427,7513680.254
23946,21528,0,3,503216.4104,7513580.293
23947,21529,0,1.5,503256.394,7513500.325
23948,21530,0,2.5,503296.3774,7513400.364
23949,21531,0,2,503336.3608,7513300.403
23950,21533,0,2,503406.3318,7513120.474
23951,21534,0,0.7,503456.3113,7513030.509
23952,21535,0,2,503486.2988,7512930.548
23953,21536,0,1.5,503536.2782,7512840.583
23954,21537,0,2,503566.2657,7512740.623
23955,21538,0,2,503606.2492,7512650.658
23956,21539,0,1.3,503646.2326,7512560.693
23957,21540,0,1.2,503686.2161,7512470.728
23958,21541,0,2,503726.1996,7512380.764
23959,21542,0,1.8,503766.1831,7512290.799
23960,21543,0,2,503806.1666,7512200.834
23961,21544,0,2,503856.146,7512100.873
23962,21545,0,2,503906.1255,7512010.908
23963,21546,0,2,503946.1089,7511910.948
23964,21547,0,1.6,503986.0924,7511830.979
23965,21548,0,2,504026.0759,7511741.014
23966,21549,0,2.4,504066.0594,7511651.049
23967,21550,0,1.1,504106.0429,7511551.089
23968,21551,0,2,504146.0263,7511461.124
23969,21552,0,2,504186.0098,7511361.163
23970,21553,0,2,504225.9933,7511281.194
23971,21554,0,2,504265.9768,7511191.23
23972,21555,0,2,504315.9562,7511091.269
23973,21556,0,1.5,504365.9356,7510991.308
23974,21557,0,2,504405.919,7510881.351
23975,21558,0,2,504465.8944,7510781.39
23976,21559,0,2,504505.8778,7510671.433
23977,21560,0,2,504565.8532,7510561.476
23978,21561,0,2,504605.8366,7510461.516
23979,21562,0,2,504655.816,7510361.555
23980,21563,0,2,504695.7994,7510261.594
23981,21564,0,2,504735.7829,7510171.629
23982,21565,0,2,504765.7704,7510081.665
23983,21566,0,2,504825.7458,7509981.704
23984,21567,0,2,504865.7293,7509891.739
23985,21568,0,2,504905.7128,7509801.774
23986,21569,0,2,504955.6921,7509681.821
23987,21570,0,2,505005.6716,7509591.856
23988,21571,0,1.2,505045.6551,7509501.892
23989,21572,0,2,505085.6385,7509401.931
23990,21573,0,1.7,505125.6221,7509321.962
23991,21574,0,1.5,505165.6056,7509241.993
23992,21575,0,2,505205.5891,7509152.029
23993,21576,0,1,505245.5726,7509062.064
23994,21577,0,2,505285.556,7508962.103
23995,21578,0,1.5,505315.5435,7508882.135
23996,21579,0,1.6,505355.5271,7508802.166
23997,21580,0,1.8,505395.5106,7508722.197
23998,21581,0,1.5,505435.4941,7508622.236
23999,21582,0,2,505485.4735,7508522.276
24000,21583,0,2,505525.4569,7508422.315
24001,21584,0,1.6,505565.4404,7508342.346
24002,21585,0,2,505595.428,7508262.377
24003,21586,0,2,505645.4074,7508162.417
24004,21587,0,2,505685.3908,7508062.456
24005,21588,0,2,505725.3743,7507972.491
24006,21589,0,2.5,505765.3578,7507882.526
24007,21590,0,2,505805.3413,7507782.566
24008,21591,0,2,505855.3207,7507692.601
24009,21592,0,2,505895.3042,7507602.636
24010,21593,0,2,505935.2876,7507502.675
24011,21594,0,2,505975.2711,7507412.71
24012,21595,0,2,506015.2546,7507322.746
24013,21596,0,2,506055.2381,7507232.781
24014,21597,0,2,506095.2216,7507142.816
24015,21598,0,2.5,506135.2051,7507062.848
24016,21599,0,3,506165.1927,7506982.879
24017,21600,0,3,506205.1761,7506882.918
24018,21601,1,3,503746.2141,7516848.996
24019,21601,0,4,503746.2141,7516848.996
24020,21601,1,5,503746.2141,7516848.996
24021,21602,0,3,503776.2015,7516759.032
24022,21603,0,2.5,503826.181,7516679.064
24023,21604,0,2,503866.1644,7516589.1
24024,21605,0,1,503906.1478,7516489.14
24025,21605,0,1.3,503906.1478,7516489.14
24026,21606,0,2,503946.1312,7516399.175
24027,21607,0,2,503986.1147,7516319.207
24028,21608,0,2,504036.094,7516219.247
24029,21609,0,1,504086.0733,7516119.287
24030,21609,0,1.4,504086.0733,7516119.287
24031,21610,0,1.2,504126.0568,7516039.318
24032,21611,0,0.9,504166.0403,7515949.354
24033,21612,0,2,504196.0278,7515849.393
24034,21613,0,1,504236.0113,7515759.428
24035,21613,0,2,504236.0113,7515759.428
24036,21613,0,3,504236.0113,7515759.428
24037,21613,0,4,504236.0113,7515759.428
24038,21613,0,4.4,504236.0113,7515759.428
24039,21614,0,2,504275.9947,7515669.463
