FID,SAMPLEID,SOILTYPE,DEPTH_m,X,Y
5939,57010,0,0.5,472878.5844,7506363.196
5940,57010,0,1,472878.5844,7506363.196
5941,57010,0,1.5,472878.5844,7506363.196
5942,57011,0,0.5,473118.4865,7506103.299
5943,57011,0,1,473118.4865,7506103.299
5944,57011,0,1.5,473118.4865,7506103.299
5945,57013,1,0.5,474078.097,7505523.53
5946,57014,0,0.5,474158.0673,7505983.346
5947,57014,0,1,474158.0673,7505983.346
5948,57014,0,1.5,474158.0673,7505983.346
5949,57015,0,0.5,474617.8807,7505703.458
5950,57015,0,1,474617.8807,7505703.458
5951,57015,1,1.5,474617.8807,7505703.458
5952,57016,1,0.5,475057.7019,7505393.581
5953,57016,1,1,475057.7019,7505393.581
5954,57016,1,1.5,475057.7019,7505393.581
5955,57017,1,0.5,475757.4208,7505503.536
5956,57017,1,1,475757.4208,7505503.536
5957,57017,0,1.5,475757.4208,7505503.536
5958,57018,0,0.5,476177.2526,7505643.48
5959,57018,0,1,476177.2526,7505643.48
5960,57018,0,1.5,476177.2526,7505643.48
5961,57019,0,0.5,476537.1074,7505583.504
5962,57019,0,1,476537.1074,7505583.504
5963,57019,0,1.5,476537.1074,7505583.504
5964,57020,0,0.5,477196.8388,7505023.726
5965,57020,0,1,477196.8388,7505023.726
5966,57020,0,1.5,477196.8388,7505023.726
5967,57021,1,0.5,476856.9749,7504893.778
5968,57021,0,1,476856.9749,7504893.778
5969,57021,0,1.5,476856.9749,7504893.778
5970,57022,1,0.5,476777.0045,7504403.974
5971,57022,1,1,476777.0045,7504403.974
5972,57022,0,1.5,476777.0045,7504403.974
5973,57023,1,0.5,476996.9146,7504164.069
5974,57023,0,1,476996.9146,7504164.069
5975,57023,0,1.5,476996.9146,7504164.069
5976,57024,0,0.5,475977.3249,7504124.086
5977,57024,0,1,475977.3249,7504124.086
5978,57024,0,1.5,475977.3249,7504124.086
5979,57025,1,0.5,475877.3675,7504563.911
5980,57025,0,1,475877.3675,7504563.911
5981,57025,0,1.5,475877.3675,7504563.911
5982,57026,1,0.5,475537.5018,7504104.094
5983,57026,0,1,475537.5018,7504104.094
5984,57026,0,1.5,475537.5018,7504104.094
5985,58302,0,0.5,474937.7052,7497026.914
5986,58302,0,1.5,474937.7052,7497026.914
5987,58303,0,0.5,474657.8193,7497286.81
5988,58303,0,1,474657.8193,7497286.81
5989,58303,0,1.5,474657.8193,7497286.81
5990,58304,0,0.5,473938.1128,7497986.532
5991,58304,0,1,473938.1128,7497986.532
5992,58304,0,1.5,473938.1128,7497986.532
5993,58305,0,0.5,473398.3329,7498506.325
5994,58305,0,1,473398.3329,7498506.325
5995,58305,0,1.5,473398.3329,7498506.325
5996,58306,0,0.5,472858.5531,7499046.111
5997,58306,0,1,472858.5531,7499046.111
5998,58307,0,0.5,472338.7652,7499565.904
5999,58307,0,1,472338.7652,7499565.904
6000,58307,0,1.5,472338.7652,7499565.904
6001,58307,0,2,472338.7652,7499565.904
6002,58308,0,0.5,471918.9364,7499985.737
6003,58308,0,1,471918.9364,7499985.737
6004,58308,0,1.5,471918.9364,7499985.737
6005,58309,0,0.5,471519.0992,7500325.602
6006,58309,0,1,471519.0992,7500325.602
6007,58309,0,1.5,471519.0992,7500325.602
6008,58310,1,0.5,470759.4082,7500905.372
6009,58310,0,1,470759.4082,7500905.372
6010,58310,0,1.5,470759.4082,7500905.372
6011,58342,0,0.5,470239.6238,7502084.902
6012,58342,0,1,470239.6238,7502084.902
6013,58342,0,1.5,470239.6238,7502084.902
6014,58342,0,2,470239.6238,7502084.902
6015,58342,0,2.5,470239.6238,7502084.902
6016,58342,0,3,470239.6238,7502084.902
6017,5084,0,0.5,479296.0296,7511701.065
6018,25000,0,0.6,471659.1286,7516239.263
6019,25000,0,1.5,471659.1286,7516239.263
6020,25001,0,0.6,471829.0601,7516229.267
6021,25001,0,1.5,471829.0601,7516229.267
6022,25002,0,0.6,471869.044,7516219.271
6023,25002,0,1.5,471869.044,7516219.271
6024,25003,0,0.6,471969.0037,7516209.274
6025,25003,0,1.5,471969.0037,7516209.274
6026,25004,1,0.6,472068.9634,7516199.278
6027,25004,1,1.5,472068.9634,7516199.278
6028,25005,1,0.6,472158.9271,7516189.282
6029,25005,1,1.5,472158.9271,7516189.282
6030,25006,1,0.6,472258.8868,7516179.286
6031,25006,0,1.5,472258.8868,7516179.286
6032,25007,1,0.6,472358.8466,7516179.286
6033,25007,0,1.5,472358.8466,7516179.286
6034,25008,1,0.6,472458.8063,7516169.29
6035,25008,1,1.5,472458.8063,7516169.29
6036,25009,0,0.6,472558.766,7516159.294
6037,25009,0,1.5,472558.766,7516159.294
6038,25010,0,0.6,472658.7257,7516149.298
6039,25010,0,1.5,472658.7257,7516149.298
6040,25011,0,0.6,472758.6854,7516139.302
6041,25011,0,1.5,472758.6854,7516139.302
6042,25012,0,0.6,472858.6451,7516129.306
6043,25012,3,1.5,472858.6451,7516129.306
6044,25013,0,0.6,472958.6048,7516119.31
6045,25013,0,1.5,472958.6048,7516119.31
6046,25014,0,0.6,473058.5645,7516109.314
6047,25014,0,0.9,473058.5645,7516109.314
6048,25015,0,0.6,473158.5242,7516099.317
6049,25015,0,1.5,473158.5242,7516099.317
6050,25016,0,0.7,473258.4839,7516089.321
6051,25016,0,1.1,473258.4839,7516089.321
6052,25017,0,0.6,473358.4436,7516079.325
6053,25017,0,1,473358.4436,7516079.325
6054,25018,0,0.6,473458.4033,7516069.329
6055,25018,0,1.2,473458.4033,7516069.329
6056,25019,0,0.6,473558.363,7516059.333
6057,25019,0,1.3,473558.363,7516059.333
6058,25020,0,0.6,473658.3227,7516049.337
6059,25020,0,1.3,473658.3227,7516049.337
6060,25021,0,0.6,473748.2864,7516039.341
6061,25021,0,1.5,473748.2864,7516039.341
6062,25022,0,0.6,473858.2422,7516039.341
6063,25022,0,1.5,473858.2422,7516039.341
6064,25023,0,0.6,473958.2018,7516019.349
6065,25023,0,1.5,473958.2018,7516019.349
6066,25024,0,0.6,474068.1575,7516019.349
6067,25024,0,1.5,474068.1575,7516019.349
6068,25025,0,0.6,474158.1212,7515999.357
6069,25025,0,1.5,474158.1212,7515999.357
6070,25026,0,0.6,474258.081,7515999.356
6071,25026,0,1.3,474258.081,7515999.356
6072,25027,0,0.6,474348.0447,7515989.36
6073,25027,0,1.5,474348.0447,7515989.36
6074,25028,0,0.6,474458.0004,7515979.364
6075,25028,0,1.5,474458.0004,7515979.364
6076,25029,0,0.6,474557.9601,7515969.368
6077,25030,0,0.6,474657.9198,7515969.368
6078,25030,0,1.5,474657.9198,7515969.368
6079,25031,0,0.6,474757.8797,7515989.36
6080,25031,0,1.5,474757.8797,7515989.36
6081,25035,1,0.7,475157.719,7516039.34
6082,25035,1,1.5,475157.719,7516039.34
6083,25036,0,0.7,475257.6789,7516059.332
6084,25036,0,1.4,475257.6789,7516059.332
6085,25037,0,0.7,475357.6387,7516079.324
6086,25037,0,1.5,475357.6387,7516079.324
6087,25038,0,1.5,475447.6026,7516099.316
6088,25039,0,1.5,475547.5624,7516109.312
6089,25040,0,1.5,475637.5265,7516159.292
6090,25041,0,1.3,475737.4864,7516179.284
6091,25042,0,0.6,475837.4462,7516199.276
6092,25042,0,1.5,475837.4462,7516199.276
6093,25043,0,1.5,475937.4061,7516219.268
6094,25063,0,0.7,479825.8335,7514889.794
6095,25063,0,1.5,479825.8335,7514889.794
6096,25064,0,0.7,479715.8779,7514909.786
6097,25064,0,1.5,479715.8779,7514909.786
6098,25065,0,0.7,479615.9182,7514919.783
6099,25065,0,1,479615.9182,7514919.783
6100,25065,0,1.5,479615.9182,7514919.783
6101,25066,0,0.7,479525.9545,7514929.779
6102,25066,0,1.5,479525.9545,7514929.779
6103,25067,0,0.7,479425.9948,7514939.775
6104,25067,0,1.5,479425.9948,7514939.775
6105,25068,0,0.7,479326.035,7514949.771
6106,25068,0,1.3,479326.035,7514949.771
6107,25069,0,0.7,479226.0753,7514959.767
6108,25069,0,1.5,479226.0753,7514959.767
6109,25069,0,1.5,479226.0753,7514959.767
6110,25069,2,1.6,479226.0753,7514959.767
6111,25069,2,1.6,479226.0753,7514959.767
6112,25070,0,0.7,479126.1156,7514959.767
6113,25070,0,1.2,479126.1156,7514959.767
6114,25071,0,0.7,479036.1519,7514969.763
6115,25071,0,1.1,479036.1519,7514969.763
6116,25072,0,0.8,478926.1962,7514979.759
6117,25072,0,1.1,478926.1962,7514979.759
6118,25073,0,0.7,478836.2325,7514989.755
6119,25073,2,1.4,478836.2325,7514989.755
6120,25073,2,1.4,478836.2325,7514989.755
6121,25073,0,1.5,478836.2325,7514989.755
6122,25073,2,1.5,478836.2325,7514989.755
6123,25074,0,0.7,478716.2808,7514999.751
6124,25074,0,1.5,478716.2808,7514999.751
6125,25075,0,0.7,478626.3171,7515009.747
6126,25075,0,1.2,478626.3171,7515009.747
6127,25076,0,0.8,478526.3574,7515019.744
6128,25076,0,1,478526.3574,7515019.744
6129,25077,0,0.7,478426.3976,7515019.744
6130,25077,0,1.5,478426.3976,7515019.744
6131,25077,0,1.5,478426.3976,7515019.744
6132,25077,0,1.6,478426.3976,7515019.744
6133,25078,0,0.8,478326.4379,7515029.74
6134,25078,0,1.5,478326.4379,7515029.74
6135,25079,0,1,478226.4782,7515039.736
6136,25079,0,1.5,478226.4782,7515039.736
6137,25080,0,1.5,478126.5184,7515039.736
6138,25081,0,1.5,478026.5587,7515039.736
6139,25081,0,2.2,478026.5587,7515039.736
6140,25081,2,2.8,478026.5587,7515039.736
6141,25081,2,2.8,478026.5587,7515039.736
6142,25082,0,1,477926.5989,7515039.736
6143,25082,0,1.5,477926.5989,7515039.736
6144,25083,0,1,477816.6432,7515039.736
6145,25083,0,1.5,477816.6432,7515039.736
6146,25084,0,1.5,477716.6834,7515039.736
6147,25085,1,2,477626.7197,7515039.736
6148,25085,1,3,477626.7197,7515039.736
6149,25085,0,4,477626.7197,7515039.736
6150,25085,0,5,477626.7197,7515039.736
6151,25086,0,1.5,477526.7598,7515019.744
6152,25087,0,1,477426.8,7515009.748
6153,25087,0,1.5,477426.8,7515009.748
6154,25088,0,1,477326.8402,7514999.752
6155,25088,0,1.5,477326.8402,7514999.752
6156,25089,0,1,477226.8804,7514989.756
6157,25089,0,1.5,477226.8804,7514989.756
6158,25089,0,1.5,477226.8804,7514989.756
6159,25089,0,1.7,477226.8804,7514989.756
6160,25090,0,1,477126.9205,7514969.764
6161,25090,0,1.5,477126.9205,7514969.764
6162,25091,0,0.8,477026.9607,7514959.769
6163,25091,0,1.2,477026.9607,7514959.769
6164,25092,0,1.5,476936.9969,7514959.769
6165,25093,0,1.5,476837.0369,7514919.785
6166,25093,2,1.7,476837.0369,7514919.785
6167,25093,2,1.7,476837.0369,7514919.785
6168,25093,2,2.7,476837.0369,7514919.785
6169,25093,2,2.7,476837.0369,7514919.785
6170,25093,2,3,476837.0369,7514919.785
6171,25093,2,3,476837.0369,7514919.785
6172,25094,0,1.5,476727.081,7514889.797
6173,25095,0,1,476637.117,7514839.817
6174,25095,0,1.5,476637.117,7514839.817
6175,25096,0,0.8,476537.1572,7514839.817
6176,25096,0,1.5,476537.1572,7514839.817
6177,25097,0,1,476437.1975,7514839.817
6178,25097,0,1.5,476437.1975,7514839.817
6179,25097,0,1.5,476437.1975,7514839.817
6180,25097,0,1.5,476437.1975,7514839.817
6181,25098,0,1,476327.2417,7514839.817
6182,25098,0,1.5,476327.2417,7514839.817
6183,25099,0,0.7,476217.286,7514839.817
6184,25099,0,1.5,476217.286,7514839.817
6185,25100,0,1,476117.3262,7514839.817
6186,25100,0,1.5,476117.3262,7514839.817
6187,25101,0,1.5,476007.3705,7514839.817
6188,25101,0,2,476007.3705,7514839.817
6189,25101,0,2,476007.3705,7514839.817
6190,25101,0,2.5,476007.3705,7514839.817
6191,25101,0,2.5,476007.3705,7514839.817
6192,25102,0,1.5,475907.4107,7514839.817
6193,25103,0,1,475797.455,7514839.817
6194,25103,0,1.5,475797.455,7514839.817
6195,25104,0,1.5,475687.4993,7514839.817
6196,25105,0,1,475587.5395,7514839.817
6197,25105,0,1.5,475587.5395,7514839.817
6198,25105,0,1.7,475587.5395,7514839.817
6199,25105,2,2.2,475587.5395,7514839.817
6200,25105,2,2.2,475587.5395,7514839.817
6201,25106,0,1,475477.5838,7514839.817
6202,25106,0,1.5,475477.5838,7514839.817
6203,25107,0,1,475377.624,7514839.818
6204,25107,0,1.5,475377.624,7514839.818
6205,25108,0,0.7,475277.6643,7514839.818
6206,25108,0,1.4,475277.6643,7514839.818
6207,25109,0,0.9,475167.7085,7514839.818
6208,25109,2,1.5,475167.7085,7514839.818
6209,25109,0,1.5,475167.7085,7514839.818
6210,25109,2,1.5,475167.7085,7514839.818
6211,25109,2,1.8,475167.7085,7514839.818
6212,25109,2,1.8,475167.7085,7514839.818
6213,25110,0,0.9,475067.7488,7514839.818
6214,25110,0,1.3,475067.7488,7514839.818
6215,25111,0,1,474957.793,7514839.818
6216,25111,0,1.4,474957.793,7514839.818
6217,25112,0,0.8,474857.8333,7514839.818
6218,25112,0,1.5,474857.8333,7514839.818
6219,25113,0,1,474757.8735,7514839.818
6220,25113,0,1.5,474757.8735,7514839.818
6221,25113,0,1.5,474757.8735,7514839.818
6222,25113,2,1.6,474757.8735,7514839.818
6223,25113,2,1.6,474757.8735,7514839.818
6224,25114,0,1.5,474657.9138,7514839.818
6225,25115,0,1.5,474158.115,7514839.818
6226,25116,0,0.9,474068.1512,7514839.818
6227,25116,0,1.5,474068.1512,7514839.818
6228,25117,0,1,473968.1914,7514839.819
6229,25117,0,1.5,473968.1914,7514839.819
6230,25117,0,1.5,473968.1914,7514839.819
6231,25117,0,2.2,473968.1914,7514839.819
6232,25118,0,1.1,473868.2317,7514839.819
6233,25118,0,1.5,473868.2317,7514839.819
6234,25119,0,1.5,473758.2759,7514839.819
6235,25120,0,0.9,473658.3162,7514839.819
6236,25120,0,1.5,473658.3162,7514839.819
6237,25121,0,0.7,473558.3564,7514839.819
6238,25121,0,1.5,473558.3564,7514839.819
6239,25121,0,2,473558.3564,7514839.819
6240,25121,0,3,473558.3564,7514839.819
6241,25122,0,0.9,473458.3967,7514839.819
6242,25122,0,1.3,473458.3967,7514839.819
6243,25123,0,1,473358.4369,7514839.819
6244,25123,0,1.5,473358.4369,7514839.819
6245,25124,0,1,473258.4772,7514839.819
6246,25124,0,1.5,473258.4772,7514839.819
6247,25125,0,1,473158.5174,7514839.819
6248,25125,0,1.5,473158.5174,7514839.819
6249,25125,0,2,473158.5174,7514839.819
6250,25125,0,3,473158.5174,7514839.819
6251,25125,0,3.7,473158.5174,7514839.819
6252,25126,0,1,473058.5576,7514839.819
6253,25126,0,1.5,473058.5576,7514839.819
6254,25127,0,1,472958.5979,7514839.819
6255,25127,0,1.5,472958.5979,7514839.819
6256,25128,0,0.7,472858.6381,7514839.819
6257,25128,0,1.3,472858.6381,7514839.819
6258,25129,0,0.7,472758.6784,7514839.819
6259,25129,0,1.1,472758.6784,7514839.819
6260,25129,0,1.5,472758.6784,7514839.819
6261,25129,0,2.4,472758.6784,7514839.819
6262,25130,0,1,472658.7186,7514839.82
6263,25130,0,1.5,472658.7186,7514839.82
6264,25131,0,1.5,473758.2703,7513790.237
6265,25132,0,1,473868.226,7513790.237
6266,25132,0,1.5,473868.226,7513790.237
6267,25133,0,1,473978.1818,7513790.237
6268,25133,0,1.5,473978.1818,7513790.237
6269,25134,0,1,474078.1415,7513790.237
6270,25134,0,1.3,474078.1415,7513790.237
6271,25135,0,0.9,474178.1013,7513790.236
6272,25135,0,1.5,474178.1013,7513790.236
6273,25136,0,1,474278.061,7513790.236
6274,25136,0,1.3,474278.061,7513790.236
6275,25137,0,1,474378.0208,7513790.236
6276,25137,0,1.5,474378.0208,7513790.236
6277,25138,0,0.9,474477.9806,7513790.236
6278,25138,0,1.2,474477.9806,7513790.236
6279,25139,0,0.9,474577.9403,7513790.236
6280,25139,0,1.5,474577.9403,7513790.236
6281,25140,0,1,474677.9001,7513790.236
6282,25140,0,1.5,474677.9001,7513790.236
6283,25141,0,1,474777.8598,7513790.236
6284,25141,0,1.5,474777.8598,7513790.236
6285,25142,0,1,474877.8196,7513790.236
6286,25142,0,1.5,474877.8196,7513790.236
6287,25143,0,1,474977.7793,7513790.236
6288,25143,0,1.5,474977.7793,7513790.236
6289,25144,0,1,475077.7391,7513790.236
6290,25144,0,1.5,475077.7391,7513790.236
6291,25145,0,1,475177.6989,7513790.236
6292,25145,0,1.5,475177.6989,7513790.236
6293,25146,0,1.5,475477.5781,7513790.236
6294,25146,0,1.5,475477.5781,7513790.236
6295,25147,0,1,475577.5379,7513790.235
6296,25147,0,1.5,475577.5379,7513790.235
6297,25148,0,1,475677.4976,7513790.235
6298,25149,0,1,475777.4574,7513790.235
6299,25149,0,1.5,475777.4574,7513790.235
6300,25150,0,1,475887.4131,7513790.235
6301,25150,0,1.5,475887.4131,7513790.235
6302,25151,0,1,475987.3729,7513790.235
6303,25151,0,1.5,475987.3729,7513790.235
6304,25152,0,1,476087.3327,7513790.235
6305,25152,0,1.5,476087.3327,7513790.235
6306,25153,0,1,476187.2924,7513790.235
6307,25153,0,1.5,476187.2924,7513790.235
6308,25154,0,1,476287.2522,7513790.235
6309,25154,0,1.5,476287.2522,7513790.235
6310,25155,0,1.5,476587.1314,7513790.235
6311,25156,0,1,476697.0871,7513780.239
6312,25156,0,1.5,476697.0871,7513780.239
6313,25157,0,1,476807.0429,7513780.239
6314,25157,0,1.3,476807.0429,7513780.239
6315,25158,0,1,476897.0066,7513780.238
6316,25158,0,1.5,476897.0066,7513780.238
6317,25159,0,1,476986.9704,7513780.238
6318,25159,0,1.5,476986.9704,7513780.238
6319,25160,0,1,477596.7249,7513780.238
6320,25160,0,1.5,477596.7249,7513780.238
6321,25161,0,1,477696.6847,7513780.238
6322,25161,0,1.5,477696.6847,7513780.238
6323,25162,0,1,477796.6445,7513780.238
6324,25162,0,1.5,477796.6445,7513780.238
6325,25163,0,1,477896.6042,7513780.238
6326,25163,0,1.3,477896.6042,7513780.238
6327,25164,0,0.9,477996.564,7513780.238
6328,25164,0,1.5,477996.564,7513780.238
6329,25165,0,1.3,478096.5237,7513780.238
6330,25166,0,1,478196.4835,7513780.238
6331,25166,0,1.3,478196.4835,7513780.238
6332,25167,0,1,478296.4432,7513780.237
6333,25168,0,1,478396.403,7513780.237
6334,25168,0,1.4,478396.403,7513780.237
6335,25169,0,0.6,478496.3628,7513780.237
6336,25170,0,1,478596.3225,7513780.237
6337,25171,0,0.9,478696.2824,7513800.229
6338,25172,0,0.9,478786.2463,7513820.221
6339,25173,0,0.6,478896.2019,7513800.229
6340,25173,0,1.5,478896.2019,7513800.229
6341,25174,0,1,478996.1617,7513810.225
6342,25175,0,0.8,479096.1215,7513810.225
6343,25175,0,1.2,479096.1215,7513810.225
6344,25176,0,0.8,479196.0812,7513810.225
6345,25176,0,1.1,479196.0812,7513810.225
6346,25177,0,1,479296.041,7513810.225
6347,25177,0,1.3,479296.041,7513810.225
6348,25178,0,0.8,479396.0007,7513810.225
6349,25178,0,1.5,479396.0007,7513810.225
6350,25179,0,1,479495.9605,7513810.225
6351,25179,0,1.5,479495.9605,7513810.225
6352,25180,0,1.5,479595.9203,7513820.221
6353,25181,0,2,479695.8801,7513820.22
6354,25182,2,2,479795.8398,7513820.22
6355,25191,0,0.9,471149.3277,7515099.717
6356,25191,0,1.4,471149.3277,7515099.717
6357,25191,0,2,471149.3277,7515099.717
6358,25191,0,3,471149.3277,7515099.717
6359,25191,0,4,471149.3277,7515099.717
6360,25191,0,5.2,471149.3277,7515099.717
6361,25192,0,0.9,471159.3232,7515009.753
6362,25192,0,1.5,471159.3232,7515009.753
6363,25193,0,0.9,471149.3266,7514899.797
6364,25193,0,1.4,471149.3266,7514899.797
6365,25194,0,0.9,471139.3301,7514799.837
6366,25194,0,1.5,471139.3301,7514799.837
6367,25195,0,0.9,471139.3295,7514699.876
6368,25195,0,1.5,471139.3295,7514699.876
6369,25195,0,1.9,471139.3295,7514699.876
6370,25195,0,2.2,471139.3295,7514699.876
6371,25196,0,0.9,471139.329,7514599.916
6372,25196,0,1.5,471139.329,7514599.916
6373,25197,0,0.8,471139.3285,7514499.956
6374,25197,0,1.4,471139.3285,7514499.956
6375,25198,0,0.9,471129.332,7514399.996
6376,25198,0,1.5,471129.332,7514399.996
6377,25199,0,0.8,471129.3314,7514300.036
6378,25199,0,1.1,471129.3314,7514300.036
6379,25199,0,1.5,471129.3314,7514300.036
6380,25200,0,0.8,471129.3309,7514200.075
6381,25200,0,1.4,471129.3309,7514200.075
6382,25201,0,0.8,471119.3344,7514100.115
6383,25201,0,1.4,471119.3344,7514100.115
6384,25202,0,0.8,471119.3338,7514000.155
6385,25202,0,1.1,471119.3338,7514000.155
6386,25203,0,0.8,471119.3333,7513900.195
6387,25203,0,1.5,471119.3333,7513900.195
6388,25203,0,2,471119.3333,7513900.195
6389,25203,0,3,471119.3333,7513900.195
6390,25203,0,4,471119.3333,7513900.195
6391,25204,0,0.9,471109.3368,7513800.235
6392,25204,0,1.3,471109.3368,7513800.235
6393,25205,0,0.7,471109.3362,7513700.275
6394,25205,0,1.3,471109.3362,7513700.275
6395,25206,0,0.8,471099.3397,7513600.314
6396,25206,0,1.4,471099.3397,7513600.314
6397,25207,0,0.9,471099.3392,7513500.354
6398,25207,0,1.5,471099.3392,7513500.354
6399,25207,1,2,471099.3392,7513500.354
6400,25207,0,2.5,471099.3392,7513500.354
6401,25208,0,0.8,471099.3386,7513400.394
6402,25209,0,1,471099.3381,7513300.434
6403,25209,0,1.5,471099.3381,7513300.434
6404,25210,0,0.8,471089.3416,7513200.474
6405,25210,0,1.4,471089.3416,7513200.474
6406,25211,0,0.8,471079.3451,7513100.514
6407,25211,0,1.5,471079.3451,7513100.514
6408,25211,0,2,471079.3451,7513100.514
6409,25211,0,3,471079.3451,7513100.514
6410,25211,0,4,471079.3451,7513100.514
6411,25212,0,0.8,471079.3445,7513000.553
6412,25212,0,1.5,471079.3445,7513000.553
6413,25213,0,0.8,471079.344,7512900.593
6414,25213,0,1.5,471079.344,7512900.593
6415,25214,0,0.8,471069.3475,7512800.633
6416,25214,0,1.5,471069.3475,7512800.633
6417,25215,0,0.8,471069.3469,7512700.673
6418,25215,0,2,471069.3469,7512700.673
6419,25216,0,0.8,471059.3504,7512600.713
6420,25216,0,1.5,471059.3504,7512600.713
6421,25217,0,0.8,471059.3499,7512500.752
6422,25217,0,1.5,471059.3499,7512500.752
6423,25218,0,0.8,471059.3494,7512400.792
6424,25218,0,1.5,471059.3494,7512400.792
6425,25219,0,3,471049.3528,7512290.836
6426,25219,0,3.5,471049.3528,7512290.836
6427,25220,0,0.8,470319.6477,7512500.753
6428,25220,0,1.2,470319.6477,7512500.753
6429,25221,0,0.8,470319.6482,7512600.713
6430,25221,0,1.3,470319.6482,7512600.713
6431,25222,0,0.9,470319.6488,7512700.673
6432,25222,0,1.5,470319.6488,7512700.673
6433,25223,0,0.8,470319.6493,7512800.634
6434,25223,0,1.3,470319.6493,7512800.634
6435,25224,0,0.8,470319.6501,7512950.574
6436,25242,0,1.5,470319.6596,7514719.869
6437,39460,0,1.1,477336.7923,7506862.994
6438,47408,0,3.4,471559.1688,7516229.267
6439,47408,0,3.4,471559.1688,7516229.267
6440,47409,1,2,471459.2089,7516219.271
6441,47410,0,2.9,471349.2532,7516219.271
6442,47411,0,2,471249.2935,7516219.271
6443,47412,1,2,471149.3337,7516219.271
6444,47413,1,1.4,471049.3739,7516209.275
6445,47414,0,1.4,470949.4141,7516209.275
6446,47415,1,2,470849.4544,7516209.275
6447,47416,1,2,470749.4946,7516199.279
6448,47417,1,2.5,470649.5348,7516199.279
6449,47417,1,2.5,470649.5348,7516199.279
6450,47418,1,1.8,470549.575,7516199.28
6451,47419,1,1.5,470449.6153,7516199.28
6452,47420,0,1.7,470349.6555,7516199.28
6453,47421,0,1.5,470249.6957,7516189.284
6454,47422,0,1.7,470149.736,7516189.284
6455,47423,0,2.2,476037.3659,7516229.264
6456,47424,0,2.2,476137.3257,7516229.263
6457,47425,0,2.3,476237.2854,7516229.263
6458,47426,0,2.6,476337.2452,7516229.263
6459,47427,0,2.6,476437.2049,7516229.263
6460,47428,0,2.4,476537.1647,7516229.263
6461,47429,0,2.1,476637.1245,7516229.263
6462,47430,0,3.4,476737.0842,7516229.263
6463,47431,0,3,476837.044,7516229.263
6464,47432,0,5,476937.0037,7516229.263
6465,47433,0,5.3,477036.9635,7516229.263
6466,47434,0,6,477136.9232,7516229.263
6467,47435,0,5.2,477236.883,7516229.263
6468,47436,1,5.5,477336.8428,7516229.263
6469,47437,1,5.6,477436.8025,7516229.263
6470,47438,1,5.2,477536.7623,7516229.262
6471,47439,1,5.6,477636.722,7516229.262
6472,47440,1,6,477736.6818,7516229.262
6473,47441,1,5.4,477836.6415,7516229.262
6474,47442,1,4.1,477936.6013,7516229.262
6475,47443,1,4.5,478036.5611,7516229.262
6476,47444,1,3.9,478136.5208,7516229.262
6477,47445,0,2.7,478236.4806,7516229.262
6478,47446,1,2.9,478336.4403,7516229.262
6479,47447,0,2.7,478436.4001,7516229.262
6480,47448,1,2,478536.3598,7516229.262
6481,47449,1,2.6,478636.3196,7516229.262
6482,47450,1,2.8,478736.2794,7516229.262
6483,47451,1,3,478836.2391,7516229.261
6484,47452,1,2,478936.1989,7516229.261
6485,47453,1,1.8,479036.1586,7516229.261
6486,47454,1,2.1,479136.1184,7516229.261
6487,47455,0,2.8,479236.0782,7516229.261
6488,47456,1,3.4,479336.0379,7516229.261
6489,47457,1,3.5,479435.9977,7516229.261
6490,47458,0,4,479535.9574,7516229.261
6491,47459,1,3.5,479635.9172,7516229.261
6492,47460,1,2.5,479735.8769,7516229.261
6493,47754,0,1.1,469909.7884,7507992.549
6494,47755,0,1,469969.7646,7508062.521
6495,47756,0,0.9,470039.7368,7508122.497
6496,47757,0,1,470129.7009,7508182.473
6497,47758,0,1.3,470209.669,7508242.449
6498,47759,0,1.1,470279.6412,7508312.421
6499,47760,0,1,470359.6094,7508372.397
6500,47761,0,1,470439.5776,7508442.37
6501,47762,0,1.1,470499.5538,7508522.338
6502,47763,0,1.2,470579.522,7508592.31
6503,47764,0,1.3,470639.4983,7508662.282
6504,47765,0,1.1,470709.4705,7508732.254
6505,47766,0,1.2,470769.4467,7508802.226
6506,47767,0,1,469879.8057,7508952.167
6507,47768,0,0.9,469929.786,7509042.131
6508,47769,0,1,469979.7663,7509112.103
6509,47770,0,1,470039.7426,7509202.067
6510,47771,0,1.1,470199.6783,7509222.059
6511,47772,0,1.1,470279.6467,7509322.019
6512,47773,0,1.2,470319.631,7509401.987
6513,47774,0,1,470359.6154,7509491.952
6514,47775,0,1,470399.5998,7509581.916
6515,47776,0,0.9,470459.5761,7509661.884
6516,47777,0,0.8,470499.5605,7509761.844
6517,47778,0,0.9,470549.5408,7509841.812
6518,47779,0,1,470589.5252,7509931.776
6519,47780,0,1,470639.5055,7510011.744
6520,47781,0,1.2,470679.49,7510111.704
6521,47782,0,1.1,470739.4663,7510201.669
6522,47783,0,0.9,470869.4141,7510221.66
6523,47784,0,1,470939.3863,7510301.629
6524,47785,0,1,470989.3668,7510401.589
6525,47786,0,0.9,471049.3431,7510481.557
6526,47787,0,1,471099.3234,7510561.525
6527,47788,0,1,471159.2996,7510641.493
6528,47789,0,1.5,471209.28,7510721.461
6529,47790,0,1.6,471459.1815,7511121.302
6530,47791,0,0.9,471529.1538,7511201.27
6531,47792,0,0.9,471579.1341,7511291.234
6532,47793,0,0.8,471639.1105,7511381.198
6533,47794,0,0.8,471699.0867,7511451.17
6534,47795,0,0.7,471759.063,7511541.134
